ModuleName,Layer,TargetSkill,SecondarySkill,RouteConfidence,RouteReason,PrimaryAliases,ExcludeTerms,RelativeBuildCsPath
Serialization,Runtime,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,serialization|asset|cook|package,email|translation|copywriting,Runtime\Serialization\Serialization.Build.cs
SerializedRecorderInterface,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,serializedrecorderinterface|unreal|module|serialized,email|translation|copywriting,Runtime\SerializedRecorderInterface\SerializedRecorderInterface.Build.cs
SessionMessages,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,sessionmessages|unreal|module|session,email|translation|copywriting,Runtime\SessionMessages\SessionMessages.Build.cs
SessionServices,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,sessionservices|unreal|module|session,email|translation|copywriting,Runtime\SessionServices\SessionServices.Build.cs
SignalProcessing,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,signalprocessing|unreal|module|signal,email|translation|copywriting,Runtime\SignalProcessing\SignalProcessing.Build.cs
SkeletalMeshDescription,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,skeletalmeshdescription|animation|skeletal|rig,email|translation|copywriting,Runtime\SkeletalMeshDescription\SkeletalMeshDescription.Build.cs
Slate,Runtime,ue5-ui-umg-slate,ue5-cpp-gameplay,high,module_override,slate|ui|umg,email|translation|copywriting,Runtime\Slate\Slate.Build.cs
SlateBaseRenderer,Runtime,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,slatebaserenderer|render|shader|rhi,email|translation|copywriting,Runtime\SlateBaseRenderer\SlateBaseRenderer.Build.cs
SlateCore,Runtime,ue5-ui-umg-slate,ue5-cpp-gameplay,high,module_override,slatecore|ui|umg|slate,email|translation|copywriting,Runtime\SlateCore\SlateCore.Build.cs
SlateNullRenderer,Runtime,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,slatenullrenderer|render|shader|rhi,email|translation|copywriting,Runtime\SlateNullRenderer\SlateNullRenderer.Build.cs
SlateRHIRenderer,Runtime,ue5-ui-umg-slate,ue5-cpp-gameplay,medium,domain_mapping,slaterhirenderer|ui|umg|slate,email|translation|copywriting,Runtime\SlateRHIRenderer\SlateRHIRenderer.Build.cs
Sockets,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,sockets|unreal|module,email|translation|copywriting,Runtime\Sockets\Sockets.Build.cs
SoundFieldRendering,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,soundfieldrendering|audio|sound|metasound,email|translation|copywriting,Runtime\SoundFieldRendering\SoundFieldRendering.Build.cs
SSL,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,ssl|network|online|replication,email|translation|copywriting,Runtime\Online\SSL\SSL.Build.cs
StageDataCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,stagedatacore|core|engine|uobject,email|translation|copywriting,Runtime\VirtualProduction\StageDataCore\StageDataCore.build.cs
StateStream,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,statestream|unreal|module|state,email|translation|copywriting,Runtime\StateStream\StateStream.Build.cs
StaticMeshDescription,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,staticmeshdescription|unreal|module|static,email|translation|copywriting,Runtime\StaticMeshDescription\StaticMeshDescription.Build.cs
Stomp,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,stomp|network|online|replication,email|translation|copywriting,Runtime\Online\Stomp\Stomp.Build.cs
StorageServerClient,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,storageserverclient|unreal|module|storage,email|translation|copywriting,Runtime\StorageServerClient\StorageServerClient.Build.cs
StorageServerClientDebug,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,storageserverclientdebug|unreal|module|storage,email|translation|copywriting,Runtime\StorageServerClientDebug\StorageServerClientDebug.Build.cs
StreamingFile,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,streamingfile|unreal|module|streaming,email|translation|copywriting,Runtime\StreamingFile\StreamingFile.Build.cs
StreamingPauseRendering,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,streamingpauserendering|unreal|module|streaming,email|translation|copywriting,Runtime\StreamingPauseRendering\StreamingPauseRendering.Build.cs
StudioTelemetry,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,studiotelemetry|unreal|module|studio,email|translation|copywriting,Runtime\StudioTelemetry\StudioTelemetry.build.cs
SymsLib,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,symslib|unreal|module|syms,email|translation|copywriting,Runtime\SymsLib\SymsLib.Build.cs
SynthBenchmark,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,synthbenchmark|audio|sound|metasound,email|translation|copywriting,Runtime\SynthBenchmark\SynthBenchmark.Build.cs
TelemetryUtils,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,telemetryutils|unreal|module|telemetry,email|translation|copywriting,Runtime\Analytics\TelemetryUtils\TelemetryUtils.Build.cs
TextureUtilitiesCommon,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,textureutilitiescommon|unreal|module|texture,email|translation|copywriting,Runtime\TextureUtilitiesCommon\TextureUtilitiesCommon.build.cs
TimeManagement,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,timemanagement|unreal|module|time,email|translation|copywriting,Runtime\TimeManagement\TimeManagement.Build.cs
TraceBasedDebuggers,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,tracebaseddebuggers|unreal|module|trace,email|translation|copywriting,Runtime\Experimental\TraceBasedDebuggers\TraceBasedDebuggers.Build.cs
TraceBasedDebuggersAnalysis,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,tracebaseddebuggersanalysis|unreal|module|trace,email|translation|copywriting,Runtime\Experimental\TraceBasedDebuggersAnalysis\TraceBasedDebuggersAnalysis.Build.cs
TraceLog,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,tracelog|unreal|module|trace,email|translation|copywriting,Runtime\TraceLog\TraceLog.Build.cs
TypedElementFramework,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,typedelementframework|unreal|module|typed,email|translation|copywriting,Runtime\TypedElementFramework\TypedElementFramework.Build.cs
TypedElementRuntime,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,typedelementruntime|unreal|module|typed,email|translation|copywriting,Runtime\TypedElementRuntime\TypedElementRuntime.Build.cs
UEJpegComp,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,uejpegcomp|unreal|module|uejpeg,email|translation|copywriting,Runtime\UEJpegComp\UEJpegComp.Build.cs
UELibrary,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,uelibrary|unreal|module,email|translation|copywriting,Runtime\UELibrary\UELibrary.Build.cs
UEWavComp,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,uewavcomp|unreal|module|uewav,email|translation|copywriting,Runtime\UEWavComp\UEWavComp.Build.cs
uLangCore,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,ulangcore|core|engine|uobject,email|translation|copywriting,Runtime\Solaris\uLangCore\uLangCore.Build.cs
uLangJSON,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,ulangjson|unreal|module|lang,email|translation|copywriting,Runtime\Solaris\uLangJSON\uLangJSON.Build.cs
uLangUE,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,ulangue|unreal|module|lang,email|translation|copywriting,Runtime\Solaris\uLangUE\uLangUE.Build.cs
UMG,Runtime,ue5-ui-umg-slate,ue5-cpp-gameplay,high,module_override,umg|ui|slate,email|translation|copywriting,Runtime\UMG\UMG.Build.cs
UniversalObjectLocator,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,universalobjectlocator|unreal|module|universal,email|translation|copywriting,Runtime\UniversalObjectLocator\UniversalObjectLocator.Build.cs
UnixCommonStartup,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,unixcommonstartup|unreal|module|unix,email|translation|copywriting,Runtime\Unix\UnixCommonStartup\UnixCommonStartup.Build.cs
UnrealGame,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,unrealgame|unreal|module|game,email|translation|copywriting,Runtime\UnrealGame\UnrealGame.Build.cs
VectorVM,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,vectorvm|unreal|module|vector,email|translation|copywriting,Runtime\VectorVM\VectorVM.Build.cs
VerseCompiler,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,versecompiler|unreal|module|verse,email|translation|copywriting,Runtime\VerseCompiler\VerseCompiler.Build.cs
VirtualProduction,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,virtualproduction|unreal|module|virtual,email|translation|copywriting,Runtime\VirtualProduction\VirtualProduction\VirtualProduction.build.cs
Voice,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,voice|audio|sound|metasound,email|translation|copywriting,Runtime\Online\Voice\Voice.Build.cs
VorbisAudioDecoder,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,vorbisaudiodecoder|audio|sound|metasound,email|translation|copywriting,Runtime\VorbisAudioDecoder\Module\VorbisAudioDecoder.Build.cs
Voronoi,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,voronoi|unreal|module,email|translation|copywriting,Runtime\Experimental\Voronoi\Voronoi.Build.cs
VulkanRHI,Runtime,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,vulkanrhi|render|shader|rhi,email|translation|copywriting,Runtime\VulkanRHI\VulkanRHI.Build.cs
WebBrowser,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,webbrowser|unreal|module|web,email|translation|copywriting,Runtime\WebBrowser\WebBrowser.Build.cs
WebBrowserTexture,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,webbrowsertexture|unreal|module|web,email|translation|copywriting,Runtime\WebBrowserTexture\WebBrowserTexture.Build.cs
WebSockets,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,high,module_override,websockets|network|online|replication,email|translation|copywriting,Runtime\Online\WebSockets\WebSockets.Build.cs
WebSocketServer,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,websocketserver|network|online|replication,email|translation|copywriting,Runtime\Online\WebSocketServer\WebSocketServer.Build.cs
WidgetCarousel,Runtime,ue5-ui-umg-slate,ue5-cpp-gameplay,medium,domain_mapping,widgetcarousel|ui|umg|slate,email|translation|copywriting,Runtime\WidgetCarousel\WidgetCarousel.Build.cs
WindowsD3D,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,windowsd3d|unreal|module|windows,email|translation|copywriting,Runtime\Windows\WindowsD3D\WindowsD3D.Build.cs
WindowsMMDeviceEnumeration,Runtime,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,windowsmmdeviceenumeration|audio|sound|metasound,email|translation|copywriting,Runtime\AudioDeviceEnumeration\Windows\WindowsMMDeviceEnumeration\WindowsMMDeviceEnumeration.Build.cs
WindowsPlatformFeatures,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,windowsplatformfeatures|unreal|module|windows,email|translation|copywriting,Runtime\Windows\WindowsPlatformFeatures\WindowsPlatformFeatures.Build.cs
XmlParser,Runtime,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping,xmlparser|unreal|module|xml,email|translation|copywriting,Runtime\XmlParser\XmlParser.Build.cs
XMPP,Runtime,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,xmpp|network|online|replication,email|translation|copywriting,Runtime\Online\XMPP\XMPP.Build.cs
abseil,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,abseil|unreal|module,email|translation|copywriting,ThirdParty\abseil\abseil.Build.cs
AgilitySDK,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,agilitysdk|unreal|module|agility,email|translation|copywriting,ThirdParty\Windows\AgilitySDK\AgilitySDK.Build.cs
AlembicLib,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,alembiclib|asset|cook|package,email|translation|copywriting,ThirdParty\Alembic\AlembicLib.Build.cs
AMD_AGS,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,amd_ags|render|shader|rhi,email|translation|copywriting,ThirdParty\AMD\AMD_AGS\AMD_AGS.Build.cs
Amf,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,amf|render|shader|rhi,email|translation|copywriting,ThirdParty\AMD\Amf\Amf.Build.cs
ArmlibGPUInfo,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,armlibgpuinfo|unreal|module|armlib,email|translation|copywriting,ThirdParty\ARM\ArmlibGPUInfo\ArmlibGPUInfo.Build.cs
Asio,ThirdParty,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,asio|network|online|replication,email|translation|copywriting,ThirdParty\asio\Asio.Build.cs
astcenc,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,astcenc|asset|cook|package,email|translation|copywriting,ThirdParty\astcenc\astcenc.Build.cs
AtomicQueue,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,atomicqueue|unreal|module|atomic,email|translation|copywriting,ThirdParty\AtomicQueue\AtomicQueue.Build.cs
BLAKE3,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,blake3|asset|cook|package,email|translation|copywriting,ThirdParty\BLAKE3\BLAKE3.Build.cs
Blosc,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,blosc|unreal|module,email|translation|copywriting,ThirdParty\Blosc\Blosc.Build.cs
Boost,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,boost|asset|cook|package,email|translation|copywriting,ThirdParty\Boost\Boost.Build.cs
Catch2,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,catch2|unreal|module,email|translation|copywriting,ThirdParty\Catch2\Catch2.build.cs
Catch2Extras,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,catch2extras|unreal|module|catch2,email|translation|copywriting,ThirdParty\Catch2\Catch2Extras.Build.cs
CEF3,ThirdParty,ue5-ui-umg-slate,ue5-cpp-gameplay,medium,domain_mapping,cef3|ui|umg|slate,email|translation|copywriting,ThirdParty\CEF3\CEF3.build.cs
ConcurrencyVisualizer,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,concurrencyvisualizer|unreal|module|concurrency,email|translation|copywriting,ThirdParty\ConcurrencyVisualizer\ConcurrencyVisualizer.Build.cs
coremod,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,coremod|unreal|module,email|translation|copywriting,ThirdParty\coremod\coremod.Build.cs
CUDAHeader,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,cudaheader|render|shader|rhi,email|translation|copywriting,ThirdParty\NVIDIA\CUDA\CUDAHeader.Build.cs
Detours,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,detours|unreal|module,email|translation|copywriting,ThirdParty\Detours\Detours.Build.cs
DiaSdk,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,diasdk|unreal|module|dia,email|translation|copywriting,ThirdParty\DiaSdk\DiaSdk.Build.cs
DirectML,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,directml|render|shader|rhi,email|translation|copywriting,ThirdParty\DirectML\DirectML.Build.cs
DirectShow,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,directshow|unreal|module|direct,email|translation|copywriting,ThirdParty\DirectShow\DirectShow.Build.cs
DirectSound,ThirdParty,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,directsound|audio|sound|metasound,email|translation|copywriting,ThirdParty\Windows\DirectSound\DirectSound.Build.cs
DirectX,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,directx|render|shader|rhi,email|translation|copywriting,ThirdParty\Windows\DirectX\DirectX.Build.cs
DNxHR,ThirdParty,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,dnxhr|media|movie|video,email|translation|copywriting,ThirdParty\AvidDNxHD\DNxHR\DNxHR.Build.cs
DNxMXF,ThirdParty,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,dnxmxf|media|movie|video,email|translation|copywriting,ThirdParty\AvidDNxHD\DNxMXF\DNxMXF.Build.cs
DNxUncompressed,ThirdParty,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,dnxuncompressed|media|movie|video,email|translation|copywriting,ThirdParty\AvidDNxHD\DNxUncompressed\DNxUncompressed.Build.cs
dr_libs,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,dr_libs|asset|cook|package,email|translation|copywriting,ThirdParty\dr_libs\dr_libs.Build.cs
DX11,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,dx11|render|shader|rhi,email|translation|copywriting,ThirdParty\Windows\DX11\DX11.Build.cs
DX11Audio,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,dx11audio|render|shader|rhi,email|translation|copywriting,ThirdParty\Windows\DX11\DX11Audio.Build.cs
DX12,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,dx12|render|shader|rhi,email|translation|copywriting,ThirdParty\Windows\DX12\DX12.Build.cs
DX9,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,dx9|render|shader|rhi,email|translation|copywriting,ThirdParty\Windows\DX9\DX9.Build.cs
Eigen,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,eigen|asset|cook|package,email|translation|copywriting,ThirdParty\Eigen\Eigen.Build.cs
Embree,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,embree|render|shader|rhi,email|translation|copywriting,ThirdParty\Intel\Embree\Embree.Build.cs
EOSSDK,ThirdParty,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,eossdk|network|online|replication,email|translation|copywriting,ThirdParty\EOSSDK\EOSSDK.Build.cs
etc2comp,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,etc2comp|asset|cook|package,email|translation|copywriting,ThirdParty\etc2comp\etc2comp.Build.cs
Expat,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,expat|asset|cook|package,email|translation|copywriting,ThirdParty\Expat\Expat.Build.cs
Facebook,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,facebook|unreal|module,email|translation|copywriting,ThirdParty\Facebook\Facebook.Build.cs
FAISS,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,faiss|unreal|module,email|translation|copywriting,ThirdParty\FAISS\FAISS.Build.cs
FBX,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,fbx|asset|cook|package,email|translation|copywriting,ThirdParty\FBX\FBX.Build.cs
ForsythTriOptimizer,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,forsythtrioptimizer|unreal|module|forsyth,email|translation|copywriting,ThirdParty\ForsythTriOO\ForsythTriOptimizer.Build.cs
FreeImage,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,freeimage|unreal|module|free,email|translation|copywriting,ThirdParty\FreeImage\FreeImage.Build.cs
FreeType2,ThirdParty,ue5-ui-umg-slate,ue5-cpp-gameplay,medium,domain_mapping,freetype2|ui|umg|slate,email|translation|copywriting,ThirdParty\FreeType2\FreeType2.Build.cs
GeForceNOW,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,geforcenow|unreal|module|force,email|translation|copywriting,ThirdParty\NVIDIA\GeForceNOW\GeForceNOW.Build.cs
GKlib,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,gklib|unreal|module,email|translation|copywriting,ThirdParty\GKlib\GKlib.Build.cs
GoogleARCoreSDK,ThirdParty,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,googlearcoresdk|xr|vr|ar,email|translation|copywriting,ThirdParty\GoogleARCore\GoogleARCoreSDK.build.cs
GoogleGameSDK,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,googlegamesdk|unreal|module|google,email|translation|copywriting,ThirdParty\GoogleGameSDK\GoogleGameSDK.Build.cs
GoogleOboe,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,googleoboe|unreal|module|google,email|translation|copywriting,ThirdParty\GoogleOboe\GoogleOboe.Build.cs
GoogleTest,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,googletest|unreal|module|google,email|translation|copywriting,ThirdParty\GoogleTest\GoogleTest.Build.cs
GPUDirect,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,gpudirect|unreal|module,email|translation|copywriting,ThirdParty\NVIDIA\GPUDirect\GPUDirect.Build.cs
GRDK,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,grdk|unreal|module,email|translation|copywriting,ThirdParty\Microsoft\GRDK\GRDK.Build.cs
GuidelinesSupportLibrary,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,guidelinessupportlibrary|unreal|module|guidelines,email|translation|copywriting,ThirdParty\GuidelinesSupportLibrary\GuidelinesSupportLibrary.Build.cs
HAPLib,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,haplib|unreal|module,email|translation|copywriting,ThirdParty\HAPMedia\HAPLib\HAPLib.Build.cs
HarfBuzz,ThirdParty,ue5-ui-umg-slate,ue5-cpp-gameplay,medium,domain_mapping,harfbuzz|ui|umg|slate,email|translation|copywriting,ThirdParty\HarfBuzz\HarfBuzz.Build.cs
heapprofd,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,heapprofd|unreal|module,email|translation|copywriting,ThirdParty\heapprofd\heapprofd.Build.cs
HLSLCC,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,hlslcc|unreal|module,email|translation|copywriting,ThirdParty\hlslcc\HLSLCC.Build.cs
ICU,ThirdParty,ue5-ui-umg-slate,ue5-cpp-gameplay,medium,domain_mapping,icu|ui|umg|slate,email|translation|copywriting,ThirdParty\ICU\ICU.Build.cs
Imath,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,imath|unreal|module,email|translation|copywriting,ThirdParty\Imath\Imath.Build.cs
IntelExtensionsFramework,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,intelextensionsframework|unreal|module|intel,email|translation|copywriting,ThirdParty\Intel\ExtensionsFramework\IntelExtensionsFramework.Build.cs
IntelISPC,ThirdParty,ue5-performance-packaging,ue5-architecture,medium,domain_mapping,intelispc|asset|cook|package,email|translation|copywriting,ThirdParty\Intel\ISPC\IntelISPC.Build.cs
IntelISPCTexComp,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,intelispctexcomp|unreal|module|intel,email|translation|copywriting,ThirdParty\Intel\ISPCTexComp\IntelISPCTexComp.Build.cs
IntelOIDN,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,inteloidn|unreal|module|intel,email|translation|copywriting,ThirdParty\Intel\OIDN\IntelOIDN.Build.cs
IntelTBB,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,inteltbb|unreal|module|intel,email|translation|copywriting,ThirdParty\Intel\TBB\IntelTBB.Build.cs
IntelVTune,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,intelvtune|unreal|module|intel,email|translation|copywriting,ThirdParty\Intel\VTune\IntelVTune.Build.cs
jemalloc,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,jemalloc|unreal|module,email|translation|copywriting,ThirdParty\jemalloc\jemalloc.Build.cs
Kiss_FFT,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,kiss_fft|unreal|module|kiss,email|translation|copywriting,ThirdParty\Kiss_FFT\Kiss_FFT.Build.cs
libav,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,libav|unreal|module,email|translation|copywriting,ThirdParty\libav\libav.Build.cs
libcurl,ThirdParty,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,libcurl|network|online|replication,email|translation|copywriting,ThirdParty\libcurl\libcurl.Build.cs
libdav1d,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,libdav1d|unreal|module,email|translation|copywriting,ThirdParty\libdav1d\libdav1d.build.cs
libFLAC,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,libflac|unreal|module|lib,email|translation|copywriting,ThirdParty\libFLAC\libFLAC.build.cs
libGPUCounters,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,libgpucounters|unreal|module|lib,email|translation|copywriting,ThirdParty\libGPUCounters\libGPUCounters.Build.cs
LibJpegTurbo,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,libjpegturbo|unreal|module|turbo,email|translation|copywriting,ThirdParty\libjpeg-turbo\LibJpegTurbo.Build.cs
libOpus,ThirdParty,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping,libopus|audio|sound|metasound,email|translation|copywriting,ThirdParty\libOpus\libOpus.build.cs
libpas,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,libpas|unreal|module,email|translation|copywriting,ThirdParty\libpas\src\libpas\libpas.Build.cs
LibPhonon,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,libphonon|unreal|module|lib,email|translation|copywriting,ThirdParty\libPhonon\LibPhonon.Build.cs
libstrophe,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,libstrophe|unreal|module,email|translation|copywriting,ThirdParty\libstrophe\libstrophe.Build.cs
LibTiff,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,libtiff|unreal|module|lib,email|translation|copywriting,ThirdParty\LibTiff\LibTiff.Build.cs
libvpx,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,libvpx|unreal|module,email|translation|copywriting,ThirdParty\libvpx\libvpx.build.cs
libWebSockets,ThirdParty,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping,libwebsockets|network|online|replication,email|translation|copywriting,ThirdParty\libWebSockets\libWebSockets.Build.cs
libzip,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,libzip|unreal|module,email|translation|copywriting,ThirdParty\libzip\libzip.Build.cs
MaterialX,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,materialx|unreal|module|material,email|translation|copywriting,ThirdParty\MaterialX\MaterialX.Build.cs
MetalCPP,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,metalcpp|unreal|module|metal,email|translation|copywriting,ThirdParty\MetalCPP\MetalCPP.Build.cs
MetalShaderConverter,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,metalshaderconverter|unreal|module|metal,email|translation|copywriting,ThirdParty\Apple\MetalShaderConverter\MetalShaderConverter.build.cs
metis,ThirdParty,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping,metis|unreal|module,email|translation|copywriting,ThirdParty\metis\metis.Build.cs
