ModuleName,Layer,DomainGuessV2,RelativeBuildCsPath,TriggerKeywords,TargetSkill,SecondarySkill,RouteConfidence,RouteReason
WindowsPlatformFeatures,Runtime,General,Runtime\Windows\WindowsPlatformFeatures\WindowsPlatformFeatures.Build.cs,unreal|module|windows|platform|features,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
XmlParser,Runtime,General,Runtime\XmlParser\XmlParser.Build.cs,unreal|module|xml|parser,ue5-architecture,ue5-cpp-gameplay,medium,domain_mapping
XMPP,Runtime,NetworkingOnline,Runtime\Online\XMPP\XMPP.Build.cs,network|online|replication|xmpp,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
abseil,ThirdParty,General,ThirdParty\abseil\abseil.Build.cs,unreal|module|abseil|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
AgilitySDK,ThirdParty,General,ThirdParty\Windows\AgilitySDK\AgilitySDK.Build.cs,unreal|module|agility|sdk|third|party|windows,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
AlembicLib,ThirdParty,AssetsBuildPipeline,ThirdParty\Alembic\AlembicLib.Build.cs,asset|cook|package|alembic|lib|third|party,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
AMD_AGS,ThirdParty,Rendering,ThirdParty\AMD\AMD_AGS\AMD_AGS.Build.cs,render|shader|rhi|amd|ags|third|party,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
Amf,ThirdParty,Rendering,ThirdParty\AMD\Amf\Amf.Build.cs,render|shader|rhi|amf|third|party|amd,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
ArmlibGPUInfo,ThirdParty,General,ThirdParty\ARM\ArmlibGPUInfo\ArmlibGPUInfo.Build.cs,unreal|module|armlib|gpuinfo|third|party|arm,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
Asio,ThirdParty,NetworkingOnline,ThirdParty\asio\Asio.Build.cs,network|online|replication|asio|third|party,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
astcenc,ThirdParty,AssetsBuildPipeline,ThirdParty\astcenc\astcenc.Build.cs,asset|cook|package|astcenc|third|party,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
AtomicQueue,ThirdParty,General,ThirdParty\AtomicQueue\AtomicQueue.Build.cs,unreal|module|atomic|queue|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
BLAKE3,ThirdParty,AssetsBuildPipeline,ThirdParty\BLAKE3\BLAKE3.Build.cs,asset|cook|package|blake3|third|party,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
Blosc,ThirdParty,General,ThirdParty\Blosc\Blosc.Build.cs,unreal|module|blosc|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
Boost,ThirdParty,AssetsBuildPipeline,ThirdParty\Boost\Boost.Build.cs,asset|cook|package|boost|third|party,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
Catch2,ThirdParty,General,ThirdParty\Catch2\Catch2.build.cs,unreal|module|catch2|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
Catch2Extras,ThirdParty,General,ThirdParty\Catch2\Catch2Extras.Build.cs,unreal|module|catch2|extras|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
CEF3,ThirdParty,UI,ThirdParty\CEF3\CEF3.build.cs,ui|umg|slate|cef3|third|party,ue5-ui-umg-slate,ue5-cpp-gameplay,medium,domain_mapping
ConcurrencyVisualizer,ThirdParty,General,ThirdParty\ConcurrencyVisualizer\ConcurrencyVisualizer.Build.cs,unreal|module|concurrency|visualizer|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
coremod,ThirdParty,General,ThirdParty\coremod\coremod.Build.cs,unreal|module|coremod|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
CUDAHeader,ThirdParty,Rendering,ThirdParty\NVIDIA\CUDA\CUDAHeader.Build.cs,render|shader|rhi|cudaheader|third|party|nvidia|cuda,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
Detours,ThirdParty,General,ThirdParty\Detours\Detours.Build.cs,unreal|module|detours|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
DiaSdk,ThirdParty,General,ThirdParty\DiaSdk\DiaSdk.Build.cs,unreal|module|dia|sdk|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
DirectML,ThirdParty,Rendering,ThirdParty\DirectML\DirectML.Build.cs,render|shader|rhi|direct|third|party,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
DirectShow,ThirdParty,General,ThirdParty\DirectShow\DirectShow.Build.cs,unreal|module|direct|show|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
DirectSound,ThirdParty,Audio,ThirdParty\Windows\DirectSound\DirectSound.Build.cs,audio|sound|metasound|direct|third|party|windows,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
DirectX,ThirdParty,Rendering,ThirdParty\Windows\DirectX\DirectX.Build.cs,render|shader|rhi|direct|third|party|windows,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
DNxHR,ThirdParty,Media,ThirdParty\AvidDNxHD\DNxHR\DNxHR.Build.cs,media|movie|video|dnx|third|party|avid,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
DNxMXF,ThirdParty,Media,ThirdParty\AvidDNxHD\DNxMXF\DNxMXF.Build.cs,media|movie|video|dnx|mxf|third|party|avid,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
DNxUncompressed,ThirdParty,Media,ThirdParty\AvidDNxHD\DNxUncompressed\DNxUncompressed.Build.cs,media|movie|video|dnx|uncompressed|third|party|avid,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
dr_libs,ThirdParty,AssetsBuildPipeline,ThirdParty\dr_libs\dr_libs.Build.cs,asset|cook|package|libs|third|party,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
DX11,ThirdParty,Rendering,ThirdParty\Windows\DX11\DX11.Build.cs,render|shader|rhi|dx11|third|party|windows,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
DX11Audio,ThirdParty,Rendering,ThirdParty\Windows\DX11\DX11Audio.Build.cs,render|shader|rhi|dx11|audio|third|party|windows,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
DX12,ThirdParty,Rendering,ThirdParty\Windows\DX12\DX12.Build.cs,render|shader|rhi|dx12|third|party|windows,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
DX9,ThirdParty,Rendering,ThirdParty\Windows\DX9\DX9.Build.cs,render|shader|rhi|dx9|third|party|windows,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
Eigen,ThirdParty,AssetsBuildPipeline,ThirdParty\Eigen\Eigen.Build.cs,asset|cook|package|eigen|third|party,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
Embree,ThirdParty,Rendering,ThirdParty\Intel\Embree\Embree.Build.cs,render|shader|rhi|embree|third|party|intel,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
EOSSDK,ThirdParty,NetworkingOnline,ThirdParty\EOSSDK\EOSSDK.Build.cs,network|online|replication|eossdk|third|party,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
etc2comp,ThirdParty,AssetsBuildPipeline,ThirdParty\etc2comp\etc2comp.Build.cs,asset|cook|package|etc2comp|third|party,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
Expat,ThirdParty,AssetsBuildPipeline,ThirdParty\Expat\Expat.Build.cs,asset|cook|package|expat|third|party,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
Facebook,ThirdParty,General,ThirdParty\Facebook\Facebook.Build.cs,unreal|module|facebook|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
FAISS,ThirdParty,General,ThirdParty\FAISS\FAISS.Build.cs,unreal|module|faiss|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
FBX,ThirdParty,AssetsBuildPipeline,ThirdParty\FBX\FBX.Build.cs,asset|cook|package|fbx|third|party,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
ForsythTriOptimizer,ThirdParty,General,ThirdParty\ForsythTriOO\ForsythTriOptimizer.Build.cs,unreal|module|forsyth|tri|optimizer|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
FreeImage,ThirdParty,General,ThirdParty\FreeImage\FreeImage.Build.cs,unreal|module|free|image|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
FreeType2,ThirdParty,UI,ThirdParty\FreeType2\FreeType2.Build.cs,ui|umg|slate|free|type2|third|party,ue5-ui-umg-slate,ue5-cpp-gameplay,medium,domain_mapping
GeForceNOW,ThirdParty,General,ThirdParty\NVIDIA\GeForceNOW\GeForceNOW.Build.cs,unreal|module|force|now|third|party|nvidia,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
GKlib,ThirdParty,General,ThirdParty\GKlib\GKlib.Build.cs,unreal|module|gklib|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
GoogleARCoreSDK,ThirdParty,XR,ThirdParty\GoogleARCore\GoogleARCoreSDK.build.cs,xr|vr|ar|google|arcore|sdk|third|party,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
GoogleGameSDK,ThirdParty,General,ThirdParty\GoogleGameSDK\GoogleGameSDK.Build.cs,unreal|module|google|game|sdk|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
GoogleOboe,ThirdParty,General,ThirdParty\GoogleOboe\GoogleOboe.Build.cs,unreal|module|google|oboe|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
GoogleTest,ThirdParty,General,ThirdParty\GoogleTest\GoogleTest.Build.cs,unreal|module|google|test|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
GPUDirect,ThirdParty,General,ThirdParty\NVIDIA\GPUDirect\GPUDirect.Build.cs,unreal|module|gpudirect|third|party|nvidia,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
GRDK,ThirdParty,General,ThirdParty\Microsoft\GRDK\GRDK.Build.cs,unreal|module|grdk|third|party|microsoft,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
GuidelinesSupportLibrary,ThirdParty,General,ThirdParty\GuidelinesSupportLibrary\GuidelinesSupportLibrary.Build.cs,unreal|module|guidelines|support|library|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
HAPLib,ThirdParty,General,ThirdParty\HAPMedia\HAPLib\HAPLib.Build.cs,unreal|module|haplib|third|party|hapmedia,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
HarfBuzz,ThirdParty,UI,ThirdParty\HarfBuzz\HarfBuzz.Build.cs,ui|umg|slate|harf|buzz|third|party,ue5-ui-umg-slate,ue5-cpp-gameplay,medium,domain_mapping
heapprofd,ThirdParty,General,ThirdParty\heapprofd\heapprofd.Build.cs,unreal|module|heapprofd|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
HLSLCC,ThirdParty,General,ThirdParty\hlslcc\HLSLCC.Build.cs,unreal|module|hlslcc|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
ICU,ThirdParty,UI,ThirdParty\ICU\ICU.Build.cs,ui|umg|slate|icu|third|party,ue5-ui-umg-slate,ue5-cpp-gameplay,medium,domain_mapping
Imath,ThirdParty,General,ThirdParty\Imath\Imath.Build.cs,unreal|module|imath|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
IntelExtensionsFramework,ThirdParty,General,ThirdParty\Intel\ExtensionsFramework\IntelExtensionsFramework.Build.cs,unreal|module|intel|extensions|framework|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
IntelISPC,ThirdParty,AssetsBuildPipeline,ThirdParty\Intel\ISPC\IntelISPC.Build.cs,asset|cook|package|intel|ispc|third|party,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
IntelISPCTexComp,ThirdParty,General,ThirdParty\Intel\ISPCTexComp\IntelISPCTexComp.Build.cs,unreal|module|intel|ispctex|comp|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
IntelOIDN,ThirdParty,General,ThirdParty\Intel\OIDN\IntelOIDN.Build.cs,unreal|module|intel|oidn|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
IntelTBB,ThirdParty,General,ThirdParty\Intel\TBB\IntelTBB.Build.cs,unreal|module|intel|tbb|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
IntelVTune,ThirdParty,General,ThirdParty\Intel\VTune\IntelVTune.Build.cs,unreal|module|intel|vtune|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
jemalloc,ThirdParty,General,ThirdParty\jemalloc\jemalloc.Build.cs,unreal|module|jemalloc|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
Kiss_FFT,ThirdParty,General,ThirdParty\Kiss_FFT\Kiss_FFT.Build.cs,unreal|module|kiss|fft|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
libav,ThirdParty,General,ThirdParty\libav\libav.Build.cs,unreal|module|libav|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
libcurl,ThirdParty,NetworkingOnline,ThirdParty\libcurl\libcurl.Build.cs,network|online|replication|libcurl|third|party,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
libdav1d,ThirdParty,General,ThirdParty\libdav1d\libdav1d.build.cs,unreal|module|libdav1d|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
libFLAC,ThirdParty,General,ThirdParty\libFLAC\libFLAC.build.cs,unreal|module|lib|flac|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
libGPUCounters,ThirdParty,General,ThirdParty\libGPUCounters\libGPUCounters.Build.cs,unreal|module|lib|gpucounters|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
LibJpegTurbo,ThirdParty,General,ThirdParty\libjpeg-turbo\LibJpegTurbo.Build.cs,unreal|module|turbo|lib|jpeg|third|party|libjpeg,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
libOpus,ThirdParty,Audio,ThirdParty\libOpus\libOpus.build.cs,audio|sound|metasound|lib|opus|third|party,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
libpas,ThirdParty,General,ThirdParty\libpas\src\libpas\libpas.Build.cs,unreal|module|libpas|third|party|src,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
LibPhonon,ThirdParty,General,ThirdParty\libPhonon\LibPhonon.Build.cs,unreal|module|lib|phonon|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
libstrophe,ThirdParty,General,ThirdParty\libstrophe\libstrophe.Build.cs,unreal|module|libstrophe|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
LibTiff,ThirdParty,General,ThirdParty\LibTiff\LibTiff.Build.cs,unreal|module|lib|tiff|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
libvpx,ThirdParty,General,ThirdParty\libvpx\libvpx.build.cs,unreal|module|libvpx|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
libWebSockets,ThirdParty,NetworkingOnline,ThirdParty\libWebSockets\libWebSockets.Build.cs,network|online|replication|lib|web|sockets|third|party,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
libzip,ThirdParty,General,ThirdParty\libzip\libzip.Build.cs,unreal|module|libzip|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
MaterialX,ThirdParty,General,ThirdParty\MaterialX\MaterialX.Build.cs,unreal|module|material|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
MetalCPP,ThirdParty,General,ThirdParty\MetalCPP\MetalCPP.Build.cs,unreal|module|metal|cpp|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
MetalShaderConverter,ThirdParty,General,ThirdParty\Apple\MetalShaderConverter\MetalShaderConverter.build.cs,unreal|module|metal|shader|converter|third|party|apple,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
metis,ThirdParty,General,ThirdParty\metis\metis.Build.cs,unreal|module|metis|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
MikkTSpace,ThirdParty,General,ThirdParty\MikkTSpace\MikkTSpace.build.cs,unreal|module|mikk|tspace|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
mimalloc,ThirdParty,General,ThirdParty\mimalloc\mimalloc.Build.cs,unreal|module|mimalloc|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
mimalloc212,ThirdParty,General,ThirdParty\mimalloc\mimalloc212.Build.cs,unreal|module|mimalloc212|third|party|mimalloc,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
MsQuic,ThirdParty,General,ThirdParty\MsQuic\MsQuic.Build.cs,unreal|module|quic|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
nanoflann,ThirdParty,General,ThirdParty\nanoflann\nanoflann.Build.cs,unreal|module|nanoflann|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
nanosvg,ThirdParty,General,ThirdParty\nanosvg\nanosvg.Build.cs,unreal|module|nanosvg|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
nghttp2,ThirdParty,General,ThirdParty\nghttp2\nghttp2.Build.cs,unreal|module|nghttp2|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
NVaftermath,ThirdParty,General,ThirdParty\NVIDIA\NVaftermath\NVaftermath.Build.cs,unreal|module|nvaftermath|third|party|nvidia,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
NVAPI,ThirdParty,Rendering,ThirdParty\NVIDIA\nvapi\NVAPI.Build.cs,render|shader|rhi|nvapi|third|party|nvidia,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
nvDecode,ThirdParty,General,ThirdParty\NVIDIA\nvDecode\nvDecode.Build.cs,unreal|module|decode|third|party|nvidia,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
nvEncode,ThirdParty,General,ThirdParty\NVIDIA\nvEncode\nvEncode.Build.cs,unreal|module|encode|third|party|nvidia,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
NVML,ThirdParty,General,ThirdParty\NVIDIA\NVML\NVML.build.cs,unreal|module|nvml|third|party|nvidia,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
nvTessLib,ThirdParty,General,ThirdParty\nvtesslib\nvTessLib.Build.cs,unreal|module|tess|lib|third|party|nvtesslib,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
nvTextureTools,ThirdParty,General,ThirdParty\nvTextureTools\nvTextureTools.Build.cs,unreal|module|texture|tools|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
nvTriStrip,ThirdParty,General,ThirdParty\nvTriStrip\nvTriStrip.Build.cs,unreal|module|tri|strip|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
oneAPILevelZero,ThirdParty,General,ThirdParty\Intel\oneAPILevelZero\oneAPILevelZero.Build.cs,unreal|module|one|apilevel|zero|third|party|intel,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
OpenBLAS,ThirdParty,General,ThirdParty\OpenBLAS\OpenBLAS.Build.cs,unreal|module|open|blas|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
OpenColorIOLib,ThirdParty,General,ThirdParty\OpenColorIO\OpenColorIOLib.Build.cs,unreal|module|open|color|iolib|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
OpenGL,ThirdParty,Rendering,ThirdParty\OpenGL\OpenGL.Build.cs,render|shader|rhi|open|third|party,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
OpenSSL,ThirdParty,NetworkingOnline,ThirdParty\OpenSSL\OpenSSL.Build.cs,network|online|replication|open|ssl|third|party,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
OpenSubdiv,ThirdParty,General,ThirdParty\OpenSubdiv\OpenSubdiv.Build.cs,unreal|module|open|subdiv|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
OpenVDB,ThirdParty,General,ThirdParty\OpenVDB\OpenVDB.Build.cs,unreal|module|open|vdb|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
OpenXR,ThirdParty,XR,ThirdParty\OpenXR\OpenXR.Build.cs,xr|vr|ar|open|third|party,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
Perforce,ThirdParty,General,ThirdParty\Perforce\Perforce.Build.cs,unreal|module|perforce|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
PLCrashReporter,ThirdParty,General,ThirdParty\PLCrashReporter\PLCrashReporter.Build.cs,unreal|module|plcrash|reporter|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
portmidi,ThirdParty,General,ThirdParty\portmidi\portmidi.Build.cs,unreal|module|portmidi|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
ProResLib,ThirdParty,General,ThirdParty\Apple\ProResLib\ProResLib.Build.cs,unreal|module|pro|res|lib|third|party|apple,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
Protobuf,ThirdParty,AssetsBuildPipeline,ThirdParty\Protobuf\Protobuf.Build.cs,asset|cook|package|protobuf|third|party,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
pugixml,ThirdParty,General,ThirdParty\pugixml\pugixml.Build.cs,unreal|module|pugixml|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
Python3,ThirdParty,General,ThirdParty\Python3\Python3.Build.cs,unreal|module|python3|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
RapidJSON,ThirdParty,General,ThirdParty\RapidJSON\RapidJSON.Build.cs,unreal|module|rapid|json|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
RenderDoc,ThirdParty,General,ThirdParty\RenderDoc\RenderDoc.Build.cs,unreal|module|render|doc|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
RivermaxLib,ThirdParty,General,ThirdParty\NVIDIA\Rivermax\RivermaxLib.build.cs,unreal|module|rivermax|lib|third|party|nvidia,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
rpclib,ThirdParty,General,ThirdParty\rpclib\rpclib.Build.cs,unreal|module|rpclib|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
SDL3,ThirdParty,General,ThirdParty\SDL3\SDL3.Build.cs,unreal|module|sdl3|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
ShaderConductor,ThirdParty,General,ThirdParty\ShaderConductor\ShaderConductor.Build.cs,unreal|module|shader|conductor|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
simde,ThirdParty,General,ThirdParty\simde\simde.Build.cs,unreal|module|simde|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
SnappyLib,ThirdParty,General,ThirdParty\HAPMedia\SnappyLib\SnappyLib.Build.cs,unreal|module|snappy|lib|third|party|hapmedia,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
SoundTouchZ,ThirdParty,General,ThirdParty\SoundTouchZ\SoundTouchZ.Build.cs,unreal|module|sound|touch|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
SpeedTree,ThirdParty,General,ThirdParty\SpeedTree\SpeedTree.Build.cs,unreal|module|speed|tree|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
SPIRVReflect,ThirdParty,Rendering,ThirdParty\SPIRV-Reflect\SPIRVReflect.Build.cs,render|shader|rhi|spirvreflect|third|party|spirv|reflect,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
stb_image_resize2,ThirdParty,General,ThirdParty\stb_image_resize\stb_image_resize2.Build.cs,unreal|module|stb|image|resize2|third|party|resize,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
Steamworks,ThirdParty,NetworkingOnline,ThirdParty\Steamworks\Steamworks.build.cs,network|online|replication|steamworks|third|party,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
SuperLuminal,ThirdParty,General,ThirdParty\SuperLuminal\SuperLuminal.Build.cs,unreal|module|super|luminal|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
Swift,ThirdParty,General,ThirdParty\Apple\Swift\Swift.Build.cs,unreal|module|swift|third|party|apple,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
TinyXML2,ThirdParty,General,ThirdParty\TinyXML2\TinyXML2.Build.cs,unreal|module|tiny|xml2|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
UElibJPG,ThirdParty,General,ThirdParty\libJPG\UElibJPG.Build.cs,unreal|module|jpg|uelib|third|party|lib,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
UElibPNG,ThirdParty,General,ThirdParty\libPNG\UElibPNG.Build.cs,unreal|module|png|uelib|third|party|lib,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
UElibSampleRate,ThirdParty,General,ThirdParty\libSampleRate\UElibSampleRate.Build.cs,unreal|module|sample|rate|uelib|third|party|lib,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
UEOgg,ThirdParty,Audio,ThirdParty\Ogg\UEOgg.Build.cs,audio|sound|metasound|ueogg|third|party|ogg,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
UEOpenAPV,ThirdParty,General,ThirdParty\OpenAPV\UEOpenAPV.Build.cs,unreal|module|apv|ueopen|third|party|open,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
UEOpenExr,ThirdParty,AssetsBuildPipeline,ThirdParty\openexr\UEOpenExr.Build.cs,asset|cook|package|ueopen|exr|third|party|openexr,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
VHACD,ThirdParty,General,ThirdParty\VHACD\VHACD.Build.cs,unreal|module|vhacd|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
VisualStudioDTE,ThirdParty,General,ThirdParty\Windows\VisualStudioDTE\VisualStudioDTE.Build.cs,unreal|module|visual|studio|dte|third|party|windows,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
VKQuality,ThirdParty,General,ThirdParty\vkquality\VKQuality.Build.cs,unreal|module|vkquality|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
Vorbis,ThirdParty,Audio,ThirdParty\Vorbis\Vorbis.Build.cs,audio|sound|metasound|vorbis|third|party,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
VorbisFile,ThirdParty,Audio,ThirdParty\Vorbis\VorbisFile.Build.cs,audio|sound|metasound|vorbis|file|third|party,ue5-cpp-gameplay,ue5-architecture,medium,domain_mapping
VSPerfExternalProfiler,ThirdParty,General,ThirdParty\VSPerfExternalProfiler\VSPerfExternalProfiler.Build.cs,unreal|module|vsperf|external|profiler|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
Vulkan,ThirdParty,Rendering,ThirdParty\Vulkan\Vulkan.Build.cs,render|shader|rhi|vulkan|third|party,ue5-performance-packaging,ue5-architecture,medium,domain_mapping
WebRTC,ThirdParty,General,ThirdParty\WebRTC\WebRTC.Build.cs,unreal|module|web|rtc|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
WinHttp,ThirdParty,NetworkingOnline,ThirdParty\WinHttp\WinHttp.Build.cs,network|online|replication|win|http|third|party,ue5-save-load-replication,ue5-cpp-gameplay,medium,domain_mapping
WinPixEventRuntime,ThirdParty,General,ThirdParty\Windows\PIX\WinPixEventRuntime.Build.cs,unreal|module|pix|win|event|third|party|windows,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
Wintab,ThirdParty,General,ThirdParty\Wintab\Wintab.Build.cs,unreal|module|wintab|third|party,ue5-architecture,ue5-cpp-gameplay,low,domain_mapping
